Gene	sgRNA	eff
C6orf99	C6orf99_p159316363	1
C6orf99	C6orf99_p159331011	1
C6orf99	C6orf99_p159331018	1
C7orf10	C7orf10_m40174598	1
C7orf10	C7orf10_m40174604	1
C7orf10	C7orf10_m40174708	1
C7orf10	C7orf10_m40220544	1
C7orf10	C7orf10_p40174612	1
C7orf10	C7orf10_p40174617	1
C7orf10	C7orf10_p40174652	1
C7orf10	C7orf10_p40174657	1
C7orf10	C7orf10_p40174697	1
C7orf10	C7orf10_p40220546	1
C7orf25	C7orf25_m42950224	1
C7orf25	C7orf25_m42950273	1
C7orf25	C7orf25_m42950337	1
C7orf25	C7orf25_m42950372	1
C7orf25	C7orf25_m42950456	1
C7orf25	C7orf25_p42950234	1
C7orf25	C7orf25_p42950264	1
C7orf25	C7orf25_p42950436	1
C7orf25	C7orf25_p42950442	1
C7orf25	C7orf25_p42950463	1
C7orf26	C7orf26_m6629915	1
C7orf26	C7orf26_m6629928	1
C7orf26	C7orf26_m6629946	1
C7orf26	C7orf26_m6629963	1
C7orf26	C7orf26_m6629982	1
C7orf26	C7orf26_m6630047	1
C7orf26	C7orf26_p6629949	1
C7orf26	C7orf26_p6630012	1
C7orf26	C7orf26_p6630018	1
C7orf26	C7orf26_p6630054	1
C7orf29	C7orf29_m150027504	1
C7orf29	C7orf29_m150027527	1
C7orf29	C7orf29_m150027548	1
C7orf29	C7orf29_m150027561	1
C7orf29	C7orf29_m150027573	1
C7orf29	C7orf29_p150027486	1
C7orf29	C7orf29_p150027495	1
C7orf29	C7orf29_p150027516	1
C7orf29	C7orf29_p150027552	1
C7orf29	C7orf29_p150027576	1
C7orf31	C7orf31_m25208017	1
C7orf31	C7orf31_m25208040	1
C7orf31	C7orf31_m25208050	1
C7orf31	C7orf31_m25208070	1
C7orf31	C7orf31_m25218800	1
C7orf31	C7orf31_m25218883	1
C7orf31	C7orf31_m25218893	1
C7orf31	C7orf31_m25218909	1
C7orf31	C7orf31_p25218790	1
C7orf31	C7orf31_p25218806	1
C7orf34	C7orf34_m142636737	1
C7orf34	C7orf34_m142636759	1
C7orf34	C7orf34_p142636650	1
C7orf34	C7orf34_p142636657	1
C7orf34	C7orf34_p142636664	1
C7orf34	C7orf34_p142636687	1
C7orf34	C7orf34_p142636692	1
C7orf34	C7orf34_p142636762	1
C7orf34	C7orf34_p142636778	1
C7orf34	C7orf34_p142636787	1
C7orf41	C7orf41_m30174763	1
C7orf41	C7orf41_m30174798	1
C7orf41	C7orf41_m30174806	1
C7orf41	C7orf41_m30174863	1
C7orf41	C7orf41_p30174748	1
C7orf41	C7orf41_p30174768	1
C7orf41	C7orf41_p30174819	1
C7orf41	C7orf41_p30174868	1
C7orf41	C7orf41_p30174875	1
C7orf41	C7orf41_p30174881	1
C7orf43	C7orf43_m99755887	1
C7orf43	C7orf43_m99755899	1
C7orf43	C7orf43_m99755908	1
C7orf43	C7orf43_m99755965	1
C7orf43	C7orf43_m99756003	1
C7orf43	C7orf43_m99756088	1
C7orf43	C7orf43_p99755866	1
C7orf43	C7orf43_p99755910	1
C7orf43	C7orf43_p99756091	1
C7orf43	C7orf43_p99756101	1
C7orf49	C7orf49_m134852524	1
C7orf49	C7orf49_m134853539	1
C7orf49	C7orf49_m134853550	1
C7orf49	C7orf49_m134853586	1
C7orf49	C7orf49_m134853613	1
C7orf49	C7orf49_m134853629	1
C7orf49	C7orf49_p134853531	1
C7orf49	C7orf49_p134853557	1
C7orf49	C7orf49_p134853595	1
C7orf49	C7orf49_p134853616	1
C7orf50	C7orf50_m1049754	1
C7orf50	C7orf50_m1049759	1
C7orf50	C7orf50_m1049764	1
C7orf50	C7orf50_m1166894	1
C7orf50	C7orf50_m1166908	1
C7orf50	C7orf50_m1166914	1
C7orf50	C7orf50_m1166947	1
C7orf50	C7orf50_p1049737	1
C7orf50	C7orf50_p1166880	1
C7orf50	C7orf50_p1166896	1
C7orf55	C7orf55_m139026203	1
C7orf55	C7orf55_m139026215	1
C7orf55	C7orf55_m139026227	1
C7orf55	C7orf55_m139026233	1
C7orf55	C7orf55_m139026243	1
C7orf55	C7orf55_p139026121	1
C7orf55	C7orf55_p139026177	1
C7orf55	C7orf55_p139026184	1
C7orf55	C7orf55_p139026207	1
C7orf55	C7orf55_p139026245	1
C7orf60	C7orf60_m112579670	1
C7orf60	C7orf60_m112579690	1
C7orf60	C7orf60_m112579695	1
C7orf60	C7orf60_m112579708	1
C7orf60	C7orf60_m112579757	1
C7orf60	C7orf60_m112579762	1
C7orf60	C7orf60_m112579796	1
C7orf60	C7orf60_p112579673	1
C7orf60	C7orf60_p112579711	1
C7orf60	C7orf60_p112579769	1
C7orf61	C7orf61_m100061215	1
C7orf61	C7orf61_m100061233	1
C7orf61	C7orf61_m100061587	1
C7orf61	C7orf61_m100061600	1
C7orf61	C7orf61_m100061611	1
C7orf61	C7orf61_m100061620	1
C7orf61	C7orf61_m100061641	1
C7orf61	C7orf61_p100061242	1
C7orf61	C7orf61_p100061255	1
C7orf61	C7orf61_p100061602	1
C7orf62	C7orf62_m88424099	1
C7orf62	C7orf62_m88424112	1
C7orf62	C7orf62_p88423950	1
C7orf62	C7orf62_p88423956	1
C7orf62	C7orf62_p88423994	1
C7orf62	C7orf62_p88424073	1
C7orf62	C7orf62_p88424144	1
C7orf62	C7orf62_p88424158	1
C7orf62	C7orf62_p88424165	1
C7orf62	C7orf62_p88424194	1
C8orf22	C8orf22_m49985390	1
C8orf22	C8orf22_m49985399	1
C8orf22	C8orf22_m49985404	1
C8orf22	C8orf22_m49985418	1
C8orf22	C8orf22_m49985426	1
C8orf22	C8orf22_m49986623	1
C8orf22	C8orf22_m49986688	1
C8orf22	C8orf22_m49986800	1
C8orf22	C8orf22_p49986673	1
C8orf22	C8orf22_p49986784	1
C8orf31	C8orf31_m144124433	1
C8orf31	C8orf31_m144124446	1
C8orf31	C8orf31_m144124476	1
C8orf31	C8orf31_m144124617	1
C8orf31	C8orf31_m144124623	1
C8orf31	C8orf31_p144124437	1
C8orf31	C8orf31_p144124481	1
C8orf31	C8orf31_p144124572	1
C8orf31	C8orf31_p144124579	1
C8orf31	C8orf31_p144124638	1
C8orf33	C8orf33_m146277970	1
C8orf33	C8orf33_m146278009	1
C8orf33	C8orf33_m146278015	1
C8orf33	C8orf33_m146278044	1
C8orf33	C8orf33_m146278058	1
C8orf33	C8orf33_m146278065	1
C8orf33	C8orf33_m146278071	1
C8orf33	C8orf33_m146278079	1
C8orf33	C8orf33_p146278031	1
C8orf33	C8orf33_p146278050	1
C8orf34	C8orf34_m69243260	1
C8orf34	C8orf34_m69243266	1
C8orf34	C8orf34_m69243297	1
C8orf34	C8orf34_m69243369	1
C8orf34	C8orf34_m69243391	1
C8orf34	C8orf34_m69243445	1
C8orf34	C8orf34_p69243277	1
C8orf34	C8orf34_p69243284	1
C8orf34	C8orf34_p69243371	1
C8orf34	C8orf34_p69243377	1
C8orf37	C8orf37_m96281294	1
C8orf37	C8orf37_m96281316	1
C8orf37	C8orf37_m96281325	1
C8orf37	C8orf37_m96281347	1
C8orf37	C8orf37_m96281392	1
C8orf37	C8orf37_m96281404	1
C8orf37	C8orf37_m96281410	1
C8orf37	C8orf37_p96281284	1
C8orf37	C8orf37_p96281306	1
C8orf37	C8orf37_p96281383	1
C8orf42	C8orf42_m444495	1
C8orf42	C8orf42_m444524	1
C8orf42	C8orf42_m444573	1
C8orf42	C8orf42_m494691	1
C8orf42	C8orf42_m494741	1
C8orf42	C8orf42_m494746	1
C8orf42	C8orf42_p444483	1
C8orf42	C8orf42_p444503	1
C8orf42	C8orf42_p444557	1
C8orf42	C8orf42_p494643	1
C8orf44	C8orf44_m67589991	1
C8orf44	C8orf44_m67589997	1
C8orf44	C8orf44_m67592034	1
C8orf44	C8orf44_m67592053	1
C8orf44	C8orf44_m67592070	1
C8orf44	C8orf44_p67590001	1
C8orf44	C8orf44_p67590037	1
C8orf44	C8orf44_p67591978	1
C8orf44	C8orf44_p67592022	1
C8orf44	C8orf44_p67592036	1
C8orf46	C8orf46_m67408677	1
C8orf46	C8orf46_m67408714	1
C8orf46	C8orf46_m67408722	1
C8orf46	C8orf46_m67417661	1
C8orf46	C8orf46_m67417674	1
C8orf46	C8orf46_m67417692	1
C8orf46	C8orf46_p67417602	1
C8orf46	C8orf46_p67417663	1
C8orf46	C8orf46_p67417681	1
C8orf46	C8orf46_p67417700	1
C8orf47	C8orf47_m99076919	1
C8orf47	C8orf47_m99101348	1
C8orf47	C8orf47_m99101357	1
C8orf47	C8orf47_m99101362	1
C8orf47	C8orf47_m99105545	1
C8orf47	C8orf47_m99105556	1
C8orf47	C8orf47_p99076905	1
C8orf47	C8orf47_p99076922	1
C8orf47	C8orf47_p99105480	1
C8orf47	C8orf47_p99105518	1
C8orf4	C8orf4_m40011071	1
C8orf4	C8orf4_m40011079	1
C8orf4	C8orf4_m40011091	1
C8orf4	C8orf4_m40011110	1
C8orf4	C8orf4_m40011115	1
C8orf4	C8orf4_m40011128	1
C8orf4	C8orf4_p40011099	1
C8orf4	C8orf4_p40011137	1
C8orf4	C8orf4_p40011178	1
C8orf4	C8orf4_p40011195	1
C8orf58	C8orf58_m22458435	1
C8orf58	C8orf58_m22458465	1
C8orf58	C8orf58_m22458490	1
C8orf58	C8orf58_p22457218	1
C8orf58	C8orf58_p22457225	1
C8orf58	C8orf58_p22457249	1
C8orf58	C8orf58_p22458398	1
C8orf58	C8orf58_p22458469	1
C8orf58	C8orf58_p22458477	1
C8orf58	C8orf58_p22458492	1
C8orf74	C8orf74_m10530194	1
C8orf74	C8orf74_m10530216	1
C8orf74	C8orf74_m10532161	1
C8orf74	C8orf74_m10532238	1
C8orf74	C8orf74_p10530201	1
C8orf74	C8orf74_p10532143	1
C8orf74	C8orf74_p10532148	1
C8orf74	C8orf74_p10532174	1
C8orf74	C8orf74_p10532204	1
C8orf74	C8orf74_p10532220	1
C8orf76	C8orf76_m124253512	1
C8orf76	C8orf76_m124253517	1
C8orf76	C8orf76_m124253525	1
C8orf76	C8orf76_m124253534	1
C8orf76	C8orf76_m124253543	1
C8orf76	C8orf76_m124253549	1
C8orf76	C8orf76_m124253571	1
C8orf76	C8orf76_m124253577	1
C8orf76	C8orf76_p124253503	1
C8orf76	C8orf76_p124253556	1
C8orf82	C8orf82_m145754194	1
C8orf82	C8orf82_m145754263	1
C8orf82	C8orf82_m145754269	1
C8orf82	C8orf82_m145754285	1
C8orf82	C8orf82_p145754158	1
C8orf82	C8orf82_p145754166	1
C8orf82	C8orf82_p145754172	1
C8orf82	C8orf82_p145754179	1
C8orf82	C8orf82_p145754254	1
C8orf82	C8orf82_p145754271	1
C9orf106	C9orf106_m132084108	1
C9orf106	C9orf106_m132084185	1
C9orf106	C9orf106_m132084198	1
C9orf106	C9orf106_m132084233	1
C9orf106	C9orf106_m132084238	1
C9orf106	C9orf106_m132084243	1
C9orf106	C9orf106_p132084082	1
C9orf106	C9orf106_p132084110	1
C9orf106	C9orf106_p132084141	1
C9orf106	C9orf106_p132084177	1
C9orf114	C9orf114_m131591064	1
C9orf114	C9orf114_m131591070	1
C9orf114	C9orf114_m131591410	1
C9orf114	C9orf114_m131591426	1
C9orf114	C9orf114_m131592025	1
C9orf114	C9orf114_m131592030	1
C9orf114	C9orf114_m131592038	1
C9orf114	C9orf114_m131592044	1
C9orf114	C9orf114_p131591415	1
C9orf114	C9orf114_p131592012	1
C9orf116	C9orf116_m138390501	1
C9orf116	C9orf116_m138391575	1
C9orf116	C9orf116_m138391589	1
C9orf116	C9orf116_m138391603	1
C9orf116	C9orf116_m138391651	1
C9orf116	C9orf116_m138391660	1
C9orf116	C9orf116_m138391690	1
C9orf116	C9orf116_p138391591	1
C9orf116	C9orf116_p138391614	1
C9orf116	C9orf116_p138391641	1
C9orf117	C9orf117_m130469385	1
C9orf117	C9orf117_m130469395	1
C9orf117	C9orf117_m130469403	1
C9orf117	C9orf117_m130469441	1
C9orf117	C9orf117_p130469324	1
C9orf117	C9orf117_p130469346	1
C9orf117	C9orf117_p130469369	1
C9orf117	C9orf117_p130469375	1
C9orf117	C9orf117_p130469387	1
C9orf117	C9orf117_p130469432	1
C9orf123	C9orf123_m7799527	1
C9orf123	C9orf123_m7799532	1
C9orf123	C9orf123_m7799567	1
C9orf123	C9orf123_p7799471	1
C9orf123	C9orf123_p7799477	1
C9orf123	C9orf123_p7799586	1
C9orf123	C9orf123_p7799600	1
C9orf123	C9orf123_p7799650	1
C9orf123	C9orf123_p7799656	1
C9orf123	C9orf123_p7799680	1
C9orf129	C9orf129_m96080817	1
C9orf129	C9orf129_m96080823	1
C9orf129	C9orf129_m96081391	1
C9orf129	C9orf129_m96081397	1
C9orf129	C9orf129_m96081442	1
C9orf129	C9orf129_p96080746	1
C9orf129	C9orf129_p96081400	1
C9orf129	C9orf129_p96081407	1
C9orf129	C9orf129_p96081412	1
C9orf129	C9orf129_p96097750	1
C9orf135	C9orf135_m72435795	1
C9orf135	C9orf135_m72435817	1
C9orf135	C9orf135_m72435864	1
C9orf135	C9orf135_m72435892	1
C9orf135	C9orf135_m72435898	1
C9orf135	C9orf135_p72435800	1
C9orf135	C9orf135_p72435826	1
C9orf135	C9orf135_p72435837	1
C9orf135	C9orf135_p72435845	1
C9orf135	C9orf135_p72435851	1
C9orf139	C9orf139_m139927584	1
C9orf139	C9orf139_m139927592	1
C9orf139	C9orf139_m139927600	1
C9orf139	C9orf139_m139927605	1
C9orf139	C9orf139_m139927613	1
C9orf139	C9orf139_m139927642	1
C9orf139	C9orf139_p139927504	1
C9orf139	C9orf139_p139927615	1
C9orf139	C9orf139_p139927622	1
C9orf139	C9orf139_p139927627	1
C9orf142	C9orf142_m139886896	1
C9orf142	C9orf142_m139886904	1
C9orf142	C9orf142_m139886913	1
C9orf142	C9orf142_m139886950	1
C9orf142	C9orf142_m139886996	1
C9orf142	C9orf142_m139887090	1
C9orf142	C9orf142_m139887105	1
C9orf142	C9orf142_m139887123	1
C9orf142	C9orf142_p139887093	1
C9orf142	C9orf142_p139887112	1
C9orf153	C9orf153_m88842771	1
C9orf153	C9orf153_m88842809	1
C9orf153	C9orf153_m88842851	1
C9orf153	C9orf153_m88844507	1
C9orf153	C9orf153_p88842919	1
C9orf153	C9orf153_p88844441	1
C9orf153	C9orf153_p88844446	1
C9orf153	C9orf153_p88844471	1
C9orf153	C9orf153_p88844476	1
C9orf153	C9orf153_p88844490	1
C9orf156	C9orf156_m100678575	1
C9orf156	C9orf156_m100678590	1
C9orf156	C9orf156_m100684701	1
C9orf156	C9orf156_m100684708	1
C9orf156	C9orf156_m100684755	1
C9orf156	C9orf156_m100684762	1
C9orf156	C9orf156_m100684770	1
C9orf156	C9orf156_p100678580	1
C9orf156	C9orf156_p100684692	1
C9orf156	C9orf156_p100684710	1
C9orf163	C9orf163_m139378901	1
C9orf163	C9orf163_m139378931	1
C9orf163	C9orf163_m139378952	1
C9orf163	C9orf163_m139378958	1
C9orf163	C9orf163_m139378973	1
C9orf163	C9orf163_p139378885	1
C9orf163	C9orf163_p139378915	1
C9orf163	C9orf163_p139378920	1
C9orf163	C9orf163_p139378975	1
C9orf163	C9orf163_p139378999	1
C9orf169	C9orf169_m140120083	1
C9orf169	C9orf169_m140120105	1
C9orf169	C9orf169_m140120128	1
C9orf169	C9orf169_m140120176	1
C9orf169	C9orf169_m140120185	1
C9orf169	C9orf169_m140120228	1
C9orf169	C9orf169_m140120235	1
C9orf169	C9orf169_m140120240	1
C9orf169	C9orf169_p140120130	1
C9orf169	C9orf169_p140120244	1
C9orf16	C9orf16_m130925720	1
C9orf16	C9orf16_m130925733	1
C9orf16	C9orf16_m130925763	1
C9orf16	C9orf16_m130925773	1
C9orf16	C9orf16_p130922671	1
C9orf16	C9orf16_p130922712	1
C9orf16	C9orf16_p130922728	1
C9orf16	C9orf16_p130925725	1
C9orf16	C9orf16_p130925746	1
C9orf16	C9orf16_p130925755	1
C9orf171	C9orf171_m135285671	1
C9orf171	C9orf171_m135285685	1
C9orf171	C9orf171_m135285690	1
C9orf171	C9orf171_m135285718	1
C9orf171	C9orf171_p135285645	1
C9orf171	C9orf171_p135285650	1
C9orf171	C9orf171_p135285658	1
C9orf171	C9orf171_p135285663	1
C9orf171	C9orf171_p135285677	1
C9orf171	C9orf171_p135285708	1
C9orf173	C9orf173_m140145811	1
C9orf173	C9orf173_m140145821	1
C9orf173	C9orf173_m140145837	1
C9orf173	C9orf173_m140145843	1
C9orf173	C9orf173_p140145737	1
C9orf173	C9orf173_p140145752	1
C9orf173	C9orf173_p140145784	1
C9orf173	C9orf173_p140145792	1
C9orf173	C9orf173_p140145802	1
C9orf173	C9orf173_p140146174	1
C9orf24	C9orf24_m34381073	1
C9orf24	C9orf24_m34381091	1
C9orf24	C9orf24_m34381117	1
C9orf24	C9orf24_m34381382	1
C9orf24	C9orf24_m34381387	1
C9orf24	C9orf24_m34381405	1
C9orf24	C9orf24_m34381416	1
C9orf24	C9orf24_p34381063	1
C9orf24	C9orf24_p34381365	1
C9orf24	C9orf24_p34381371	1
C9orf37	C9orf37_m140510384	1
C9orf37	C9orf37_m140510401	1
C9orf37	C9orf37_p140510324	1
C9orf37	C9orf37_p140510387	1
C9orf37	C9orf37_p140510406	1
C9orf37	C9orf37_p140510412	1
C9orf37	C9orf37_p140510424	1
C9orf37	C9orf37_p140510430	1
C9orf37	C9orf37_p140510455	1
C9orf37	C9orf37_p140510462	1
C9orf3	C9orf3_m97522085	1
C9orf3	C9orf3_m97522090	1
C9orf3	C9orf3_m97522100	1
C9orf3	C9orf3_m97522114	1
C9orf3	C9orf3_m97522120	1
C9orf3	C9orf3_p97522058	1
C9orf3	C9orf3_p97522127	1
C9orf3	C9orf3_p97522133	1
C9orf3	C9orf3_p97522139	1
C9orf3	C9orf3_p97522164	1
C9orf40	C9orf40_m77567482	1
C9orf40	C9orf40_m77567502	1
C9orf40	C9orf40_m77567518	1
C9orf40	C9orf40_p77567417	1
C9orf40	C9orf40_p77567423	1
C9orf40	C9orf40_p77567448	1
C9orf40	C9orf40_p77567462	1
C9orf40	C9orf40_p77567469	1
C9orf40	C9orf40_p77567485	1
C9orf40	C9orf40_p77567506	1
C9orf41	C9orf41_m77642929	1
C9orf41	C9orf41_m77642959	1
C9orf41	C9orf41_m77642985	1
C9orf41	C9orf41_m77642991	1
C9orf41	C9orf41_m77643015	1
C9orf41	C9orf41_m77643024	1
C9orf41	C9orf41_m77643075	1
C9orf41	C9orf41_m77643081	1
C9orf41	C9orf41_m77643148	1
C9orf41	C9orf41_p77642974	1
C9orf43	C9orf43_m116175785	1
C9orf43	C9orf43_m116175796	1
C9orf43	C9orf43_m116175810	1
C9orf43	C9orf43_m116175838	1
C9orf43	C9orf43_m116175877	1
C9orf43	C9orf43_m116175912	1
C9orf43	C9orf43_p116175777	1
C9orf43	C9orf43_p116175799	1
C9orf43	C9orf43_p116175825	1
C9orf43	C9orf43_p116175849	1
C9orf50	C9orf50_m132382588	1
C9orf50	C9orf50_m132382661	1
C9orf50	C9orf50_m132382806	1
C9orf50	C9orf50_m132382829	1
C9orf50	C9orf50_p132382590	1
C9orf50	C9orf50_p132382599	1
C9orf50	C9orf50_p132382718	1
C9orf50	C9orf50_p132382744	1
C9orf50	C9orf50_p132382759	1
C9orf50	C9orf50_p132382776	1
C9orf57	C9orf57_m74671024	1
C9orf57	C9orf57_m74671034	1
C9orf57	C9orf57_m74671063	1
C9orf57	C9orf57_m74671105	1
C9orf57	C9orf57_m74671714	1
C9orf57	C9orf57_m74674152	1
C9orf57	C9orf57_m74674164	1
C9orf57	C9orf57_m74674241	1
C9orf57	C9orf57_p74674138	1
C9orf57	C9orf57_p74674281	1
C9orf64	C9orf64_m86571216	1
C9orf64	C9orf64_m86571275	1
C9orf64	C9orf64_m86571296	1
C9orf64	C9orf64_m86571324	1
C9orf64	C9orf64_m86571331	1
C9orf64	C9orf64_m86571338	1
C9orf64	C9orf64_m86571393	1
C9orf64	C9orf64_m86571409	1
C9orf64	C9orf64_p86571373	1
C9orf64	C9orf64_p86571381	1
C9orf66	C9orf66_m215304	1
C9orf66	C9orf66_m215314	1
C9orf66	C9orf66_m215341	1
C9orf66	C9orf66_m215360	1
C9orf66	C9orf66_m215383	1
C9orf66	C9orf66_p215306	1
C9orf66	C9orf66_p215324	1
C9orf66	C9orf66_p215332	1
C9orf66	C9orf66_p215352	1
C9orf66	C9orf66_p215363	1
C9orf69	C9orf69_m139008602	1
C9orf69	C9orf69_m139008672	1
C9orf69	C9orf69_m139008705	1
C9orf69	C9orf69_m139008721	1
C9orf69	C9orf69_p139008617	1
C9orf69	C9orf69_p139008644	1
C9orf69	C9orf69_p139008679	1
C9orf69	C9orf69_p139008685	1
C9orf69	C9orf69_p139008710	1
C9orf69	C9orf69_p139008727	1
C9orf72	C9orf72_m27566951	1
C9orf72	C9orf72_m27566967	1
C9orf72	C9orf72_m27566995	1
C9orf72	C9orf72_m27567008	1
C9orf72	C9orf72_m27567059	1
C9orf72	C9orf72_p27566957	1
C9orf72	C9orf72_p27566981	1
C9orf72	C9orf72_p27567068	1
C9orf72	C9orf72_p27567074	1
C9orf72	C9orf72_p27567080	1
C9orf78	C9orf78_m132595970	1
C9orf78	C9orf78_m132596993	1
C9orf78	C9orf78_m132597002	1
C9orf78	C9orf78_m132597419	1
C9orf78	C9orf78_m132597424	1
C9orf78	C9orf78_m132597436	1
C9orf78	C9orf78_m132597488	1
C9orf78	C9orf78_p132595957	1
C9orf78	C9orf78_p132597005	1
C9orf78	C9orf78_p132597479	1
C9orf89	C9orf89_m95869964	1
C9orf89	C9orf89_m95869974	1
C9orf89	C9orf89_m95869998	1
C9orf89	C9orf89_m95870007	1
C9orf89	C9orf89_p95858612	1
C9orf89	C9orf89_p95869956	1
C9orf89	C9orf89_p95869981	1
C9orf89	C9orf89_p95869987	1
C9orf89	C9orf89_p95870010	1
C9orf89	C9orf89_p95870015	1
C9orf91	C9orf91_m117379482	1
C9orf91	C9orf91_m117379534	1
C9orf91	C9orf91_m117379549	1
C9orf91	C9orf91_m117386636	1
C9orf91	C9orf91_p117379471	1
C9orf91	C9orf91_p117379536	1
C9orf91	C9orf91_p117379551	1
C9orf91	C9orf91_p117386619	1
C9orf91	C9orf91_p117386624	1
C9orf91	C9orf91_p117386641	1
C9orf96	C9orf96_m136243356	1
C9orf96	C9orf96_m136243407	1
C9orf96	C9orf96_m136243417	1
C9orf96	C9orf96_m136245970	1
C9orf96	C9orf96_p136243329	1
C9orf96	C9orf96_p136243335	1
C9orf96	C9orf96_p136243348	1
C9orf96	C9orf96_p136243409	1
C9orf96	C9orf96_p136245941	1
C9orf96	C9orf96_p136249629	1
C9orf9	C9orf9_m135759356	1
C9orf9	C9orf9_m135759390	1
C9orf9	C9orf9_m135759407	1
C9orf9	C9orf9_m135759443	1
C9orf9	C9orf9_p135759321	1
C9orf9	C9orf9_p135759399	1
C9orf9	C9orf9_p135759410	1
C9orf9	C9orf9_p135759434	1
C9orf9	C9orf9_p135759451	1
C9orf9	C9orf9_p135759456	1
CA9	CA9_m35673980	1
CA9	CA9_m35674006	1
CA9	CA9_m35674013	1
CA9	CA9_m35674100	1
CA9	CA9_m35674132	1
CA9	CA9_m35674154	1
CA9	CA9_p35674030	1
CA9	CA9_p35674120	1
CA9	CA9_p35674141	1
CA9	CA9_p35674156	1
CAB39L	CAB39L_m49933911	1
CAB39L	CAB39L_m49933918	1
CAB39L	CAB39L_m49951104	1
CAB39L	CAB39L_m49951151	1
CAB39L	CAB39L_m49951217	1
CAB39L	CAB39L_p49933928	1
CAB39L	CAB39L_p49951125	1
CAB39L	CAB39L_p49951172	1
CAB39L	CAB39L_p49956964	1
CAB39L	CAB39L_p49957011	1
CAB39	CAB39_m231624722	1
CAB39	CAB39_m231624727	1
CAB39	CAB39_m231624752	1
CAB39	CAB39_m231655658	1
CAB39	CAB39_p231624710	1
CAB39	CAB39_p231624754	1
CAB39	CAB39_p231624763	1
CAB39	CAB39_p231624772	1
CAB39	CAB39_p231655616	1
CAB39	CAB39_p231655682	1
CABIN1	CABIN1_m24432552	1
CABIN1	CABIN1_m24432561	1
CABIN1	CABIN1_m24432567	1
CABIN1	CABIN1_m24434821	1
CABIN1	CABIN1_m24434829	1
CABIN1	CABIN1_m24434851	1
CABIN1	CABIN1_m24434868	1
CABIN1	CABIN1_p24432607	1
CABIN1	CABIN1_p24434782	1
CABIN1	CABIN1_p24434836	1
CABLES1	CABLES1_m20774494	1
CABLES1	CABLES1_m20793949	1
CABLES1	CABLES1_m20793995	1
CABLES1	CABLES1_m20794011	1
CABLES1	CABLES1_m20814570	1
CABLES1	CABLES1_p20774473	1
CABLES1	CABLES1_p20774478	1
CABLES1	CABLES1_p20793935	1
CABLES1	CABLES1_p20814562	1
CABLES1	CABLES1_p20814584	1
CABLES2	CABLES2_m60981994	1
CABLES2	CABLES2_m60982155	1
CABLES2	CABLES2_m60982325	1
CABLES2	CABLES2_p60981968	1
CABLES2	CABLES2_p60981974	1
CABLES2	CABLES2_p60981981	1
CABLES2	CABLES2_p60982083	1
CABLES2	CABLES2_p60982121	1
CABLES2	CABLES2_p60982126	1
CABLES2	CABLES2_p60982157	1
CABP1	CABP1_m121097997	1
CABP1	CABP1_m121098005	1
CABP1	CABP1_m121098056	1
CABP1	CABP1_p121097679	1
CABP1	CABP1_p121097689	1
CABP1	CABP1_p121098008	1
CABP1	CABP1_p121098014	1
CABP1	CABP1_p121098034	1
CABP1	CABP1_p121098041	1
CABP1	CABP1_p121098062	1
CABYR	CABYR_m21735799	1
CABYR	CABYR_m21735823	1
CABYR	CABYR_m21735920	1
CABYR	CABYR_m21735925	1
CABYR	CABYR_m21735933	1
CABYR	CABYR_m21735964	1
CABYR	CABYR_m21735971	1
CABYR	CABYR_p21735831	1
CABYR	CABYR_p21735845	1
CABYR	CABYR_p21735855	1
CACNA1A	CACNA1A_m13616863	1
CACNA1A	CACNA1A_m13616870	1
CACNA1A	CACNA1A_m13616884	1
CACNA1A	CACNA1A_m13616940	1
CACNA1A	CACNA1A_m13616951	1
CACNA1A	CACNA1A_m13617002	1
CACNA1A	CACNA1A_m13617027	1
CACNA1A	CACNA1A_p13616815	1
CACNA1A	CACNA1A_p13616820	1
CACNA1A	CACNA1A_p13617010	1
CACTIN	CACTIN_m3626639	1
CACTIN	CACTIN_m3626661	1
CACTIN	CACTIN_m3626673	1
CACTIN	CACTIN_m3626679	1
CACTIN	CACTIN_m3626691	1
CACTIN	CACTIN_m3626733	1
CACTIN	CACTIN_m3626753	1
CACTIN	CACTIN_p3626645	1
CACTIN	CACTIN_p3626663	1
CACTIN	CACTIN_p3626740	1
CACUL1	CACUL1_m120514019	1
CACUL1	CACUL1_m120514071	1
CACUL1	CACUL1_m120514076	1
CACUL1	CACUL1_m120514090	1
CACUL1	CACUL1_m120514178	1
CACUL1	CACUL1_m120514185	1
CACUL1	CACUL1_m120514225	1
CACUL1	CACUL1_m120514248	1
CACUL1	CACUL1_p120514189	1
CACUL1	CACUL1_p120514195	1
CAD	CAD_m27440430	1
CAD	CAD_m27440773	1
CAD	CAD_m27440780	1
CAD	CAD_m27440786	1
CAD	CAD_p27440415	1
CAD	CAD_p27440422	1
CAD	CAD_p27440435	1
CAD	CAD_p27440471	1
CAD	CAD_p27440734	1
CAD	CAD_p27440739	1
CALB1	CALB1_m91094276	1
CALB1	CALB1_m91094288	1
CALB1	CALB1_m91094309	1
CALB1	CALB1_m91094314	1
CALB1	CALB1_m91094848	1
CALB1	CALB1_p91094267	1
CALB1	CALB1_p91094297	1
CALB1	CALB1_p91094840	1
CALB1	CALB1_p91094877	1
CALB1	CALB1_p91094888	1
CALCA	CALCA_m14991482	1
