Gene	sgRNA	eff
ADRBK2	ADRBK2_m25961092	1
ADRBK2	ADRBK2_m25961108	1
ADRBK2	ADRBK2_m26000349	1
ADRBK2	ADRBK2_m26000370	1
ADRBK2	ADRBK2_m26057580	1
ADRBK2	ADRBK2_p25960997	1
ADRBK2	ADRBK2_p25961098	1
ADRBK2	ADRBK2_p26040592	1
ADRBK2	ADRBK2_p26057601	1
ADRM1	ADRM1_m60878634	1
ADRM1	ADRM1_m60878651	1
ADRM1	ADRM1_m60878679	1
ADRM1	ADRM1_p60878615	1
ADRM1	ADRM1_p60878642	1
ADRM1	ADRM1_p60878671	1
ADRM1	ADRM1_p60878682	1
ADRM1	ADRM1_p60878687	1
ADRM1	ADRM1_p60878704	1
ADRM1	ADRM1_p60878730	1
AEBP1	AEBP1_m44144289	1
AEBP1	AEBP1_m44144302	1
AEBP1	AEBP1_m44144319	1
AEBP1	AEBP1_m44144326	1
AEBP1	AEBP1_m44144338	1
AEBP1	AEBP1_m44144355	1
AEBP1	AEBP1_p44144293	1
AEBP1	AEBP1_p44144306	1
AEBP1	AEBP1_p44144347	1
AEBP1	AEBP1_p44144359	1
AEBP2	AEBP2_m19615484	1
AEBP2	AEBP2_m19615553	1
AEBP2	AEBP2_m19615572	1
AEBP2	AEBP2_m19615578	1
AEBP2	AEBP2_p19615440	1
AEBP2	AEBP2_p19615465	1
AEBP2	AEBP2_p19615492	1
AEBP2	AEBP2_p19615498	1
AEBP2	AEBP2_p19615544	1
AEBP2	AEBP2_p19615557	1
AEN	AEN_m89169460	1
AEN	AEN_m89169478	1
AEN	AEN_m89169484	1
AEN	AEN_m89169489	1
AEN	AEN_m89169495	1
AEN	AEN_m89169500	1
AEN	AEN_m89169507	1
AEN	AEN_m89169544	1
AEN	AEN_p89169516	1
AEN	AEN_p89169534	1
AES	AES_m3056311	1
AES	AES_m3056337	1
AES	AES_m3057678	1
AES	AES_m3057717	1
AES	AES_m3061159	1
AES	AES_m3061215	1
AES	AES_p3056318	1
AES	AES_p3061179	1
AES	AES_p3061186	1
AES	AES_p3061195	1
AFAP1L2	AFAP1L2_m116092987	1
AFAP1L2	AFAP1L2_m116093045	1
AFAP1L2	AFAP1L2_m116100394	1
AFAP1L2	AFAP1L2_m116100466	1
AFAP1L2	AFAP1L2_p116092995	1
AFAP1L2	AFAP1L2_p116100376	1
AFAP1L2	AFAP1L2_p116100409	1
AFAP1L2	AFAP1L2_p116100418	1
AFAP1L2	AFAP1L2_p116100433	1
AFAP1L2	AFAP1L2_p116164194	1
AFF1	AFF1_m87967374	1
AFF1	AFF1_m87967382	1
AFF1	AFF1_m87967432	1
AFF1	AFF1_m87967920	1
AFF1	AFF1_m87967978	1
AFF1	AFF1_p87967338	1
AFF1	AFF1_p87967353	1
AFF1	AFF1_p87967869	1
AFF1	AFF1_p87967890	1
AFF1	AFF1_p87967926	1
AFF2	AFF2_m147891407	1
AFF2	AFF2_m147891412	1
AFF2	AFF2_m147891420	1
AFF2	AFF2_m147924509	1
AFF2	AFF2_m147924918	1
AFF2	AFF2_m147924923	1
AFF2	AFF2_m147967463	1
AFF2	AFF2_m147967470	1
AFF2	AFF2_p147891422	1
AFF2	AFF2_p147967406	1
AFF3	AFF3_m100623802	1
AFF3	AFF3_m100623914	1
AFF3	AFF3_m100625275	1
AFF3	AFF3_m100625319	1
AFF3	AFF3_m100625326	1
AFF3	AFF3_m100625363	1
AFF3	AFF3_p100623773	1
AFF3	AFF3_p100623814	1
AFF3	AFF3_p100623867	1
AFF3	AFF3_p100623873	1
AFF4	AFF4_m132272813	1
AFF4	AFF4_m132272826	1
AFF4	AFF4_m132272833	1
AFF4	AFF4_m132272841	1
AFF4	AFF4_m132272866	1
AFF4	AFF4_p132272747	1
AFF4	AFF4_p132272762	1
AFF4	AFF4_p132272771	1
AFF4	AFF4_p132272844	1
AFF4	AFF4_p132272853	1
AFMID	AFMID_m76183481	1
AFMID	AFMID_m76183493	1
AFMID	AFMID_m76187074	1
AFMID	AFMID_m76187079	1
AFMID	AFMID_p76183445	1
AFMID	AFMID_p76183450	1
AFMID	AFMID_p76183465	1
AFMID	AFMID_p76183473	1
AFMID	AFMID_p76187060	1
AFMID	AFMID_p76187082	1
AFTPH	AFTPH_m64778617	1
AFTPH	AFTPH_m64778646	1
AFTPH	AFTPH_m64778724	1
AFTPH	AFTPH_m64778773	1
AFTPH	AFTPH_m64778841	1
AFTPH	AFTPH_m64778905	1
AFTPH	AFTPH_p64778649	1
AFTPH	AFTPH_p64778713	1
AFTPH	AFTPH_p64778754	1
AFTPH	AFTPH_p64778890	1
AGAP2	AGAP2_m58128438	1
AGAP2	AGAP2_m58128444	1
AGAP2	AGAP2_m58128454	1
AGAP2	AGAP2_m58129187	1
AGAP2	AGAP2_m58129192	1
AGAP2	AGAP2_p58128423	1
AGAP2	AGAP2_p58129143	1
AGAP2	AGAP2_p58129148	1
AGAP2	AGAP2_p58129153	1
AGAP2	AGAP2_p58129171	1
AGAP3	AGAP3_m150784003	1
AGAP3	AGAP3_p150783818	1
AGAP3	AGAP3_p150783825	1
AGAP3	AGAP3_p150783857	1
AGAP3	AGAP3_p150783866	1
AGAP3	AGAP3_p150783903	1
AGAP3	AGAP3_p150783915	1
AGAP3	AGAP3_p150783972	1
AGAP3	AGAP3_p150784007	1
AGAP3	AGAP3_p150784015	1
AGBL5	AGBL5_m27275887	1
AGBL5	AGBL5_m27275950	1
AGBL5	AGBL5_m27275975	1
AGBL5	AGBL5_m27276001	1
AGBL5	AGBL5_m27276006	1
AGBL5	AGBL5_p27275820	1
AGBL5	AGBL5_p27275854	1
AGBL5	AGBL5_p27275870	1
AGBL5	AGBL5_p27275876	1
AGBL5	AGBL5_p27275898	1
AGFG1	AGFG1_m228337138	1
AGFG1	AGFG1_m228337178	1
AGFG1	AGFG1_m228337201	1
AGFG1	AGFG1_m228337208	1
AGFG1	AGFG1_m228337217	1
AGFG1	AGFG1_m228337248	1
AGFG1	AGFG1_m228337276	1
AGFG1	AGFG1_p228337142	1
AGFG1	AGFG1_p228337168	1
AGFG1	AGFG1_p228337221	1
AGL	AGL_m100327112	1
AGL	AGL_m100327128	1
AGL	AGL_m100327135	1
AGL	AGL_m100327186	1
AGL	AGL_m100327263	1
AGL	AGL_p100327060	1
AGL	AGL_p100327074	1
AGL	AGL_p100327114	1
AGL	AGL_p100327219	1
AGL	AGL_p100327246	1
AGPAT3	AGPAT3_m45379563	1
AGPAT3	AGPAT3_m45379570	1
AGPAT3	AGPAT3_m45379578	1
AGPAT3	AGPAT3_m45379590	1
AGPAT3	AGPAT3_m45379606	1
AGPAT3	AGPAT3_p45379552	1
AGPAT3	AGPAT3_p45379592	1
AGPAT3	AGPAT3_p45379613	1
AGPAT3	AGPAT3_p45379618	1
AGPAT3	AGPAT3_p45379648	1
AGPAT5	AGPAT5_m6566202	1
AGPAT5	AGPAT5_m6566212	1
AGPAT5	AGPAT5_m6566223	1
AGPAT5	AGPAT5_m6566233	1
AGPAT5	AGPAT5_m6566240	1
AGPAT5	AGPAT5_m6566254	1
AGPAT5	AGPAT5_m6566307	1
AGPAT5	AGPAT5_p6566182	1
AGPAT5	AGPAT5_p6566257	1
AGPAT5	AGPAT5_p6566262	1
AGTPBP1	AGTPBP1_m88296213	1
AGTPBP1	AGTPBP1_m88296222	1
AGTPBP1	AGTPBP1_m88307605	1
AGTPBP1	AGTPBP1_m88307687	1
AGTPBP1	AGTPBP1_m88307696	1
AGTPBP1	AGTPBP1_p88296203	1
AGTPBP1	AGTPBP1_p88307644	1
AGTPBP1	AGTPBP1_p88307675	1
AGTPBP1	AGTPBP1_p88307700	1
AGTPBP1	AGTPBP1_p88307705	1
AHCTF1	AHCTF1_m247067252	1
AHCTF1	AHCTF1_m247068844	1
AHCTF1	AHCTF1_m247068867	1
AHCTF1	AHCTF1_m247068886	1
AHCTF1	AHCTF1_m247068945	1
AHCTF1	AHCTF1_m247070906	1
AHCTF1	AHCTF1_m247070995	1
AHCTF1	AHCTF1_m247094617	1
AHCTF1	AHCTF1_p247076572	1
AHCTF1	AHCTF1_p247079429	1
AHCY	AHCY_m32883210	1
AHCY	AHCY_m32883247	1
AHCY	AHCY_m32883267	1
AHCY	AHCY_m32883301	1
AHCY	AHCY_m32883330	1
AHCY	AHCY_p32883227	1
AHCY	AHCY_p32883238	1
AHCY	AHCY_p32883253	1
AHCY	AHCY_p32883304	1
AHCY	AHCY_p32883309	1
AHNAK2	AHNAK2_m105423801	1
AHNAK2	AHNAK2_m105423809	1
AHNAK2	AHNAK2_m105423822	1
AHNAK2	AHNAK2_m105423829	1
AHNAK2	AHNAK2_m105423836	1
AHNAK2	AHNAK2_m105444536	1
AHNAK2	AHNAK2_m105444541	1
AHNAK2	AHNAK2_m105444555	1
AHNAK2	AHNAK2_p105423957	1
AHNAK2	AHNAK2_p105423983	1
AHNAK	AHNAK_m62303488	1
AHNAK	AHNAK_m62303507	1
AHNAK	AHNAK_m62303523	1
AHNAK	AHNAK_m62303528	1
AHNAK	AHNAK_m62303548	1
AHNAK	AHNAK_m62303560	1
AHNAK	AHNAK_p62303470	1
AHNAK	AHNAK_p62303477	1
AHNAK	AHNAK_p62303510	1
AHNAK	AHNAK_p62303551	1
AHRR	AHRR_m344006	1
AHRR	AHRR_m344069	1
AHRR	AHRR_m353878	1
AHRR	AHRR_m353892	1
AHRR	AHRR_m353898	1
AHRR	AHRR_p344008	1
AHRR	AHRR_p344030	1
AHRR	AHRR_p344036	1
AHRR	AHRR_p344042	1
AHRR	AHRR_p353901	1
AHR	AHR_m17338889	1
AHR	AHR_m17338907	1
AHR	AHR_m17338922	1
AHR	AHR_m17349569	1
AHR	AHR_m17349574	1
AHR	AHR_m17349599	1
AHR	AHR_p17338910	1
AHR	AHR_p17349560	1
AHR	AHR_p17349585	1
AHR	AHR_p17349613	1
AIF1	AIF1_m31583902	1
AIF1	AIF1_m31584119	1
AIF1	AIF1_m31584132	1
AIF1	AIF1_m31584164	1
AIF1	AIF1_m31584175	1
AIF1	AIF1_p31583885	1
AIF1	AIF1_p31583891	1
AIF1	AIF1_p31584124	1
AIF1	AIF1_p31584134	1
AIF1	AIF1_p31584178	1
AIFM1	AIFM1_m129299534	1
AIFM1	AIFM1_m129299540	1
AIFM1	AIFM1_m129299570	1
AIFM1	AIFM1_m129299604	1
AIFM1	AIFM1_m129299611	1
AIFM1	AIFM1_m129299616	1
AIFM1	AIFM1_m129299624	1
AIFM1	AIFM1_p129299543	1
AIFM1	AIFM1_p129299555	1
AIFM1	AIFM1_p129299590	1
AIFM3	AIFM3_m21322233	1
AIFM3	AIFM3_m21322251	1
AIFM3	AIFM3_m21322256	1
AIFM3	AIFM3_p21322217	1
AIFM3	AIFM3_p21322241	1
AIFM3	AIFM3_p21327593	1
AIFM3	AIFM3_p21327608	1
AIFM3	AIFM3_p21327615	1
AIFM3	AIFM3_p21327620	1
AIFM3	AIFM3_p21327632	1
AIM2	AIM2_m159038473	1
AIM2	AIM2_m159043029	1
AIM2	AIM2_m159043231	1
AIM2	AIM2_m159043249	1
AIM2	AIM2_m159043254	1
AIM2	AIM2_m159043273	1
AIM2	AIM2_p159038409	1
AIM2	AIM2_p159038433	1
AIM2	AIM2_p159038439	1
AIM2	AIM2_p159043160	1
AIMP1	AIMP1_m107249252	1
AIMP1	AIMP1_m107249322	1
AIMP1	AIMP1_p107246177	1
AIMP1	AIMP1_p107246187	1
AIMP1	AIMP1_p107246195	1
AIMP1	AIMP1_p107248680	1
AIMP1	AIMP1_p107249260	1
AIMP1	AIMP1_p107249309	1
AIMP1	AIMP1_p107252880	1
AIMP1	AIMP1_p107252893	1
AIMP2	AIMP2_m6049078	1
AIMP2	AIMP2_m6049122	1
AIMP2	AIMP2_m6054790	1
AIMP2	AIMP2_m6054868	1
AIMP2	AIMP2_m6054873	1
AIMP2	AIMP2_m6054890	1
AIMP2	AIMP2_p6049089	1
AIMP2	AIMP2_p6054842	1
AIMP2	AIMP2_p6054880	1
AIMP2	AIMP2_p6054904	1
AIPL1	AIPL1_m6330313	1
AIPL1	AIPL1_m6330344	1
AIPL1	AIPL1_m6338338	1
AIPL1	AIPL1_m6338394	1
AIPL1	AIPL1_m6338399	1
AIPL1	AIPL1_p6330316	1
AIPL1	AIPL1_p6330334	1
AIPL1	AIPL1_p6330346	1
AIPL1	AIPL1_p6338329	1
AIPL1	AIPL1_p6338403	1
AIP	AIP_m67250694	1
AIP	AIP_m67250706	1
AIP	AIP_m67254480	1
AIP	AIP_m67254487	1
AIP	AIP_p67250633	1
AIP	AIP_p67250641	1
AIP	AIP_p67250674	1
AIP	AIP_p67250685	1
AIP	AIP_p67250698	1
AIP	AIP_p67254471	1
AIRE	AIRE_m45705889	1
AIRE	AIRE_m45705915	1
AIRE	AIRE_m45705933	1
AIRE	AIRE_m45705953	1
AIRE	AIRE_m45705965	1
AIRE	AIRE_m45705970	1
AIRE	AIRE_p45705893	1
AIRE	AIRE_p45705902	1
AIRE	AIRE_p45705924	1
AIRE	AIRE_p45705978	1
AJUBA	AJUBA_m23443317	1
AJUBA	AJUBA_m23444242	1
AJUBA	AJUBA_p23444032	1
AJUBA	AJUBA_p23444066	1
AJUBA	AJUBA_p23444172	1
AJUBA	AJUBA_p23444189	1
AJUBA	AJUBA_p23444211	1
AJUBA	AJUBA_p23444249	1
AJUBA	AJUBA_p23444260	1
AJUBA	AJUBA_p23444268	1
AK1	AK1_m130635029	1
AK1	AK1_m130635058	1
AK1	AK1_m130635080	1
AK1	AK1_m130635113	1
AK1	AK1_m130635118	1
AK1	AK1_m130635125	1
AK1	AK1_m130636891	1
AK1	AK1_p130635084	1
AK1	AK1_p130635104	1
AK1	AK1_p130635302	1
AKAP11	AKAP11_m42866543	1
AKAP11	AKAP11_m42866626	1
AKAP11	AKAP11_m42871213	1
AKAP11	AKAP11_p42866552	1
AKAP11	AKAP11_p42866576	1
AKAP11	AKAP11_p42866591	1
AKAP11	AKAP11_p42866615	1
AKAP11	AKAP11_p42869820	1
AKAP11	AKAP11_p42869856	1
AKAP11	AKAP11_p42871182	1
AKAP13	AKAP13_m86182637	1
AKAP13	AKAP13_m86182668	1
AKAP13	AKAP13_m86189139	1
AKAP13	AKAP13_m86189152	1
AKAP13	AKAP13_p86182639	1
AKAP13	AKAP13_p86182658	1
AKAP13	AKAP13_p86189043	1
AKAP13	AKAP13_p86189050	1
AKAP13	AKAP13_p86189055	1
AKAP13	AKAP13_p86189142	1
AKAP6	AKAP6_m32902700	1
AKAP6	AKAP6_m32902730	1
AKAP6	AKAP6_m32902746	1
AKAP6	AKAP6_m32902753	1
AKAP6	AKAP6_m32902774	1
AKAP6	AKAP6_m32902781	1
AKAP6	AKAP6_p32902734	1
AKAP6	AKAP6_p32902755	1
AKAP6	AKAP6_p32902785	1
AKAP6	AKAP6_p32902791	1
AKAP8L	AKAP8L_m15514822	1
AKAP8L	AKAP8L_m15514833	1
AKAP8L	AKAP8L_m15521332	1
AKAP8L	AKAP8L_m15521363	1
AKAP8L	AKAP8L_m15521395	1
AKAP8L	AKAP8L_m15529723	1
AKAP8L	AKAP8L_p15521319	1
AKAP8L	AKAP8L_p15521334	1
AKAP8L	AKAP8L_p15521375	1
AKAP8L	AKAP8L_p15529713	1
AKAP8	AKAP8_m15484827	1
AKAP8	AKAP8_m15485415	1
AKAP8	AKAP8_m15485420	1
AKAP8	AKAP8_m15487788	1
AKAP8	AKAP8_m15490525	1
AKAP8	AKAP8_m15490534	1
AKAP8	AKAP8_p15484817	1
AKAP8	AKAP8_p15485402	1
AKAP8	AKAP8_p15487775	1
AKAP8	AKAP8_p15490514	1
AKIP1	AKIP1_m8932997	1
AKIP1	AKIP1_m8933040	1
AKIP1	AKIP1_m8933093	1
AKIP1	AKIP1_p8932989	1
AKIP1	AKIP1_p8933008	1
AKIP1	AKIP1_p8933042	1
AKIP1	AKIP1_p8933075	1
AKIP1	AKIP1_p8933082	1
AKIP1	AKIP1_p8933100	1
AKIP1	AKIP1_p8933113	1
AKIRIN1	AKIRIN1_m39457082	1
AKIRIN1	AKIRIN1_m39457182	1
AKIRIN1	AKIRIN1_m39457187	1
AKIRIN1	AKIRIN1_m39457213	1
AKIRIN1	AKIRIN1_m39457245	1
AKIRIN1	AKIRIN1_m39457261	1
AKIRIN1	AKIRIN1_p39457041	1
AKIRIN1	AKIRIN1_p39457072	1
AKIRIN1	AKIRIN1_p39457249	1
AKIRIN1	AKIRIN1_p39463866	1
AKIRIN2	AKIRIN2_m88411242	1
AKIRIN2	AKIRIN2_m88411311	1
AKIRIN2	AKIRIN2_m88411347	1
AKIRIN2	AKIRIN2_p88411231	1
AKIRIN2	AKIRIN2_p88411249	1
AKIRIN2	AKIRIN2_p88411262	1
AKIRIN2	AKIRIN2_p88411295	1
AKIRIN2	AKIRIN2_p88411316	1
AKIRIN2	AKIRIN2_p88411338	1
AKIRIN2	AKIRIN2_p88411381	1
AKNA	AKNA_m117143492	1
AKNA	AKNA_m117143569	1
AKNA	AKNA_m117143575	1
AKNA	AKNA_m117143585	1
AKNA	AKNA_p117143411	1
AKNA	AKNA_p117143426	1
AKNA	AKNA_p117143433	1
AKNA	AKNA_p117143511	1
AKNA	AKNA_p117143517	1
AKNA	AKNA_p117143593	1
AKR1B1	AKR1B1_m134136457	1
AKR1B1	AKR1B1_m134136471	1
AKR1B1	AKR1B1_m134143768	1
AKR1B1	AKR1B1_p134136429	1
AKR1B1	AKR1B1_p134136445	1
AKR1B1	AKR1B1_p134136476	1
AKR1B1	AKR1B1_p134143733	1
AKR1B1	AKR1B1_p134143777	1
AKR1B1	AKR1B1_p134143783	1
AKR1B1	AKR1B1_p134143793	1
AKR1C3	AKR1C3_m5136646	1
AKR1C3	AKR1C3_m5136653	1
AKR1C3	AKR1C3_m5138600	1
AKR1C3	AKR1C3_m5138657	1
AKR1C3	AKR1C3_m5139711	1
AKR1C3	AKR1C3_m5139730	1
AKR1C3	AKR1C3_p5136671	1
AKR1C3	AKR1C3_p5138603	1
AKR1C3	AKR1C3_p5139675	1
AKR1C3	AKR1C3_p5139720	1
AKT1S1	AKT1S1_m50376455	1
AKT1S1	AKT1S1_m50376476	1
AKT1S1	AKT1S1_m50376481	1
AKT1S1	AKT1S1_m50376486	1
AKT1S1	AKT1S1_m50376512	1
AKT1S1	AKT1S1_m50376544	1
AKT1S1	AKT1S1_p50376396	1
AKT1S1	AKT1S1_p50376402	1
AKT1S1	AKT1S1_p50376464	1
AKT1S1	AKT1S1_p50376514	1
AKT1	AKT1_m105246504	1
AKT1	AKT1_m105246533	1
AKT1	AKT1_m105258936	1
AKT1	AKT1_m105258950	1
AKT1	AKT1_m105258955	1
AKT1	AKT1_m105258970	1
AKT1	AKT1_p105246496	1
AKT1	AKT1_p105246507	1
AKT1	AKT1_p105246515	1
AKT1	AKT1_p105258959	1
AKT2	AKT2_m40761066	1
AKT2	AKT2_m40761083	1
AKT2	AKT2_m40761096	1
AKT2	AKT2_m40761114	1
AKT2	AKT2_p40761052	1
AKT2	AKT2_p40761069	1
AKT2	AKT2_p40761087	1
AKT2	AKT2_p40761120	1
AKT2	AKT2_p40761127	1
AKT2	AKT2_p40761135	1
AKT3	AKT3_m243828123	1
AKT3	AKT3_m243858931	1
AKT3	AKT3_m243858957	1
AKT3	AKT3_m244006429	1
AKT3	AKT3_m244006446	1
AKT3	AKT3_p243828104	1
AKT3	AKT3_p243828130	1
AKT3	AKT3_p243828136	1
AKT3	AKT3_p243858918	1
AKT3	AKT3_p244006436	1
ALAS1	ALAS1_m52233277	1
ALAS1	ALAS1_m52233303	1
ALAS1	ALAS1_m52233309	1
ALAS1	ALAS1_m52233391	1
ALAS1	ALAS1_m52233405	1
ALAS1	ALAS1_m52233442	1
ALAS1	ALAS1_m52233450	1
ALAS1	ALAS1_m52236543	1
ALAS1	ALAS1_m52236550	1
ALAS1	ALAS1_m52236560	1
ALDH1A2	ALDH1A2_m58287300	1
ALDH1A2	ALDH1A2_m58302848	1
ALDH1A2	ALDH1A2_m58302882	1
ALDH1A2	ALDH1A2_m58306069	1
ALDH1A2	ALDH1A2_m58306075	1
ALDH1A2	ALDH1A2_m58306081	1
ALDH1A2	ALDH1A2_m58306115	1
ALDH1A2	ALDH1A2_p58302835	1
ALDH1A2	ALDH1A2_p58302942	1
ALDH1A2	ALDH1A2_p58302952	1
ALDH1B1	ALDH1B1_m38395767	1
ALDH1B1	ALDH1B1_m38395780	1
ALDH1B1	ALDH1B1_m38395794	1
ALDH1B1	ALDH1B1_m38395806	1
ALDH1B1	ALDH1B1_m38395829	1
ALDH1B1	ALDH1B1_m38395850	1
ALDH1B1	ALDH1B1_m38395858	1
ALDH1B1	ALDH1B1_p38395738	1
ALDH1B1	ALDH1B1_p38395786	1
ALDH1B1	ALDH1B1_p38395891	1
ALDH6A1	ALDH6A1_m74541659	1
ALDH6A1	ALDH6A1_m74541690	1
ALDH6A1	ALDH6A1_m74541710	1
ALDH6A1	ALDH6A1_m74551051	1
ALDH6A1	ALDH6A1_m74551075	1
ALDH6A1	ALDH6A1_m74551081	1
ALDH6A1	ALDH6A1_p74541651	1
ALDH6A1	ALDH6A1_p74541669	1
ALDH6A1	ALDH6A1_p74541678	1
ALDH6A1	ALDH6A1_p74551039	1
ALDH7A1	ALDH7A1_m125919652	1
ALDH7A1	ALDH7A1_m125919666	1
ALDH7A1	ALDH7A1_m125928373	1
ALDH7A1	ALDH7A1_m125928414	1
ALDH7A1	ALDH7A1_m125930756	1
ALDH7A1	ALDH7A1_p125919619	1
ALDH7A1	ALDH7A1_p125919635	1
ALDH7A1	ALDH7A1_p125929055	1
ALDH7A1	ALDH7A1_p125929063	1
ALDH7A1	ALDH7A1_p125930758	1
ALG2	ALG2_m101984105	1
ALG2	ALG2_m101984130	1
ALG2	ALG2_m101984145	1
ALG2	ALG2_m101984151	1
ALG2	ALG2_m101984163	1
ALG2	ALG2_m101984169	1
ALG2	ALG2_p101984111	1
ALG2	ALG2_p101984116	1
ALG2	ALG2_p101984136	1
ALG2	ALG2_p101984155	1
ALKBH2	ALKBH2_m109530461	1
ALKBH2	ALKBH2_m109530468	1
ALKBH2	ALKBH2_m109530474	1
ALKBH2	ALKBH2_m109530480	1
ALKBH2	ALKBH2_m109530499	1
ALKBH2	ALKBH2_m109530523	1
ALKBH2	ALKBH2_m109530570	1
ALKBH2	ALKBH2_m109530578	1
ALKBH2	ALKBH2_p109530490	1
ALKBH2	ALKBH2_p109530505	1
ALKBH3	ALKBH3_m43904269	1
ALKBH3	ALKBH3_m43904640	1
ALKBH3	ALKBH3_m43904659	1
ALKBH3	ALKBH3_m43904669	1
ALKBH3	ALKBH3_m43904674	1
ALKBH3	ALKBH3_m43904679	1
ALKBH3	ALKBH3_p43904213	1
ALKBH3	ALKBH3_p43904221	1
ALKBH3	ALKBH3_p43904259	1
ALKBH3	ALKBH3_p43904648	1
ALKBH4	ALKBH4_m102100211	1
ALKBH4	ALKBH4_m102100216	1
ALKBH4	ALKBH4_m102105177	1
ALKBH4	ALKBH4_m102105194	1
ALKBH4	ALKBH4_m102105223	1
ALKBH4	ALKBH4_m102105230	1
ALKBH4	ALKBH4_p102100200	1
ALKBH4	ALKBH4_p102105196	1
ALKBH4	ALKBH4_p102105201	1
ALKBH4	ALKBH4_p102105235	1
ALKBH5	ALKBH5_m18087558	1
ALKBH5	ALKBH5_m18087567	1
ALKBH5	ALKBH5_m18087586	1
ALKBH5	ALKBH5_m18087606	1
ALKBH5	ALKBH5_m18087666	1
ALKBH5	ALKBH5_m18087684	1
ALKBH5	ALKBH5_m18087690	1
ALKBH5	ALKBH5_p18087594	1
ALKBH5	ALKBH5_p18087610	1
ALKBH5	ALKBH5_p18087618	1
ALKBH6	ALKBH6_m36504268	1
ALKBH6	ALKBH6_m36504289	1
ALKBH6	ALKBH6_m36504295	1
ALKBH6	ALKBH6_m36504307	1
ALKBH6	ALKBH6_m36505093	1
ALKBH6	ALKBH6_p36503962	1
ALKBH6	ALKBH6_p36504240	1
ALKBH6	ALKBH6_p36504247	1
ALKBH6	ALKBH6_p36504252	1
ALKBH6	ALKBH6_p36504260	1
ALKBH7	ALKBH7_m6372838	1
ALKBH7	ALKBH7_m6372899	1
ALKBH7	ALKBH7_m6372904	1
ALKBH7	ALKBH7_p6372817	1
ALKBH7	ALKBH7_p6372822	1
ALKBH7	ALKBH7_p6372830	1
ALKBH7	ALKBH7_p6372849	1
ALKBH7	ALKBH7_p6372859	1
ALKBH7	ALKBH7_p6372867	1
ALKBH7	ALKBH7_p6372872	1
ALKBH8	ALKBH8_m107427687	1
ALKBH8	ALKBH8_m107427703	1
ALKBH8	ALKBH8_m107427709	1
ALKBH8	ALKBH8_m107431492	1
ALKBH8	ALKBH8_m107431521	1
ALKBH8	ALKBH8_m107431562	1
ALKBH8	ALKBH8_p107427693	1
ALKBH8	ALKBH8_p107431481	1
ALKBH8	ALKBH8_p107431523	1
ALKBH8	ALKBH8_p107431585	1
ALK	ALK_m30143375	1
ALK	ALK_m30143457	1
ALK	ALK_m30143469	1
ALK	ALK_m30143504	1
ALK	ALK_m30143513	1
ALK	ALK_p30143383	1
ALK	ALK_p30143459	1
ALK	ALK_p30143472	1
ALK	ALK_p30143485	1
ALK	ALK_p30143495	1
ALMS1	ALMS1_p73612986	1
ALMS1	ALMS1_p73612997	1
ALMS1	ALMS1_p73613002	1
ALMS1	ALMS1_p73613010	1
ALMS1	ALMS1_p73613016	1
ALMS1	ALMS1_p73613022	1
ALMS1	ALMS1_p73613070	1
ALMS1	ALMS1_p73613097	1
ALMS1	ALMS1_p73613103	1
ALMS1	ALMS1_p73613109	1
ALOX15	ALOX15_m4542891	1
ALOX15	ALOX15_m4544819	1
ALOX15	ALOX15_m4544829	1
ALOX15	ALOX15_m4544856	1
ALOX15	ALOX15_m4544866	1
ALOX15	ALOX15_m4544885	1
ALOX15	ALOX15_m4544916	1
ALOX15	ALOX15_p4544871	1
ALOX15	ALOX15_p4544877	1
ALOX15	ALOX15_p4544889	1
ALOX5AP	ALOX5AP_m31309774	1
ALOX5AP	ALOX5AP_m31309782	1
ALOX5AP	ALOX5AP_m31309791	1
ALOX5AP	ALOX5AP_m31309807	1
ALOX5AP	ALOX5AP_m31318208	1
ALOX5AP	ALOX5AP_m31318235	1
ALOX5AP	ALOX5AP_p31309739	1
ALOX5AP	ALOX5AP_p31309756	1
ALOX5AP	ALOX5AP_p31318194	1
ALOX5AP	ALOX5AP_p31318219	1
ALOX5	ALOX5_m45869728	1
ALOX5	ALOX5_m45869733	1
ALOX5	ALOX5_m45869749	1
ALOX5	ALOX5_m45869755	1
ALOX5	ALOX5_m45869765	1
ALOX5	ALOX5_m45869776	1
ALOX5	ALOX5_p45869720	1
ALOX5	ALOX5_p45869736	1
ALOX5	ALOX5_p45869786	1
ALOX5	ALOX5_p45869792	1
ALPK1	ALPK1_m113299043	1
ALPK1	ALPK1_m113332981	1
ALPK1	ALPK1_m113332989	1
ALPK1	ALPK1_m113332998	1
ALPK1	ALPK1_m113333005	1
ALPK1	ALPK1_p113298998	1
ALPK1	ALPK1_p113299004	1
ALPK1	ALPK1_p113299032	1
ALPK1	ALPK1_p113332971	1
ALPK1	ALPK1_p113333008	1
ALPK2	ALPK2_m56274621	1
ALPK2	ALPK2_m56274632	1
ALPK2	ALPK2_m56274637	1
ALPK2	ALPK2_m56274656	1
ALPK2	ALPK2_m56278922	1
ALPK2	ALPK2_m56278965	1
ALPK2	ALPK2_m56279014	1
ALPK2	ALPK2_p56274642	1
ALPK2	ALPK2_p56278937	1
ALPK2	ALPK2_p56278947	1
ALPK3	ALPK3_p85360064	1
ALPK3	ALPK3_p85360069	1
ALPK3	ALPK3_p85360085	1
